,0,1,2
0 1,0.0,0.3428802828551186,0.6571197171448814
0 1 1 1 2,0.0,0.35877800800518617,0.6412219919948139
0 1 1 1 2 1 2,0.14470161713215138,0.2964753254722852,0.5588230573955634
0 1 1 1 2 2 2,0.3804271591511619,0.6195728408488381,0.0
0 1 1 1 3,0.0,0.32633650157819327,0.6736634984218067
0 1 1 1 3 1 2,0.13409087552943263,0.2753720376363369,0.5905370868342306
0 1 1 1 3 2 2,0.3762552184712689,0.623744781528731,0.0
0 1 1 1 4,0.0,0.30835277827550056,0.6916472217244994
0 1 1 1 4 1 2,0.14179707852308335,0.2633900603146842,0.5948128611622324
0 1 1 1 4 2 2,0.38462171082591695,0.6153782891740831,0.0
0 1 1 1 5,0.0,0.3018290282306524,0.6981709717693476
0 1 1 1 5 1 2,0.13246054749994654,0.2731674868886547,0.5943719656113987
0 1 1 1 5 2 2,0.35954891088084134,0.6404510891191587,0.0
0 1 1 2,0.18068187890404824,0.3379912573697788,0.48132686372617295
0 1 1 2 1 2,0.0,0.35569519328792487,0.6443048067120751
0 1 1 2 1 2 1 2,0.11903270724318304,0.26714818873559865,0.6138191040212183
0 1 1 2 1 2 2 2,0.33582302571756295,0.664176974282437,0.0
0 1 1 2 1 3,0.0,0.3395293188040312,0.6604706811959689
0 1 1 2 1 3 1 2,0.12557294216317283,0.2599232339904765,0.6145038238463507
0 1 1 2 1 3 2 2,0.34661135650206465,0.6533886434979354,0.0
0 1 1 2 1 4,0.0,0.3137280856943965,0.6862719143056035
0 1 1 2 1 4 1 2,0.11864029047847227,0.25634134197743746,0.6250183675440902
0 1 1 2 1 4 2 2,0.3293800004576205,0.6706199995423795,0.0
0 1 1 2 1 5,0.0,0.3149077265374656,0.6850922734625343
0 1 1 2 1 5 1 2,0.11908053039134339,0.2587938347279107,0.6221256348807459
0 1 1 2 1 5 2 2,0.33107016378149384,0.6689298362185061,0.0
0 1 1 2 2 1 2,0.0,0.41386192417275713,0.5861380758272429
0 1 1 2 2 1 2 1 2,0.12060220359858567,0.29633736168835517,0.5830604347130591
0 1 1 2 2 1 2 2 2,0.2979225015724241,0.7020774984275758,0.0
0 1 1 2 2 1 3,0.0,0.3668719687891108,0.6331280312108892
0 1 1 2 2 1 3 1 2,0.12272420891297486,0.265882321175406,0.6113934699116191
0 1 1 2 2 1 3 2 2,0.3079471266735411,0.6920528733264589,0.0
0 1 1 2 2 1 4,0.0,0.380693433112942,0.619306566887058
0 1 1 2 2 1 4 1 2,0.12169861430827933,0.2749361015875309,0.6033652841041898
0 1 1 2 2 1 4 2 2,0.2952208510713367,0.7047791489286633,0.0
0 1 1 2 2 1 5,0.0,0.3762884321590062,0.6237115678409938
0 1 1 2 2 1 5 1 2,0.10408270716359067,0.29712327207910744,0.5987940207573018
0 1 1 2 2 1 5 2 2,0.28512930713480156,0.7148706928651984,0.0
0 1 2 1 2,0.0,0.4066486451368987,0.5933513548631013
0 1 2 1 2 1 2,0.12579953117665135,0.3501830361919877,0.5240174326313609
0 1 2 1 2 2 2,0.30187980483706767,0.6981201951629323,0.0
0 1 2 1 3,0.0,0.36230116506239635,0.6376988349376036
0 1 2 1 3 1 2,0.10996738403938365,0.3286718824109996,0.5613607335496167
0 1 2 1 3 2 2,0.3062915892144074,0.6937084107855925,0.0
0 1 2 1 4,0.0,0.34571278593668664,0.6542872140633134
0 1 2 1 4 1 2,0.1268014870047126,0.31871106270816735,0.55448745028712
0 1 2 1 4 2 2,0.320887405446222,0.6791125945537779,0.0
0 1 2 1 5,0.0,0.3225956963785725,0.6774043036214276
0 1 2 1 5 1 2,0.12222976510740291,0.30575070468524185,0.5720195302073553
0 1 2 1 5 2 2,0.30912541995813564,0.6908745800418643,0.0
0 1 2 2,0.28937186055752356,0.7106281394424765,0.0
0 1 2 2 1 2,0.0,0.4226307008395661,0.5773692991604339
0 1 2 2 1 2 1 2,0.1016066366021315,0.3233289637413671,0.5750643996565014
0 1 2 2 1 2 2 2,0.2647322564377623,0.7352677435622377,0.0
0 1 2 2 1 3,0.0,0.3914119270515677,0.6085880729484323
0 1 2 2 1 3 1 2,0.10509326387266266,0.3153544389855447,0.5795522971417926
0 1 2 2 1 3 2 2,0.2765101127280947,0.7234898872719052,0.0
0 1 2 2 1 4,0.0,0.37258008180962854,0.6274199181903715
0 1 2 2 1 4 1 2,0.10418560433526042,0.31195655697551783,0.5838578386892217
0 1 2 2 1 4 2 2,0.2696624922694051,0.7303375077305949,0.0
0 1 2 2 1 5,0.0,0.36697627732678145,0.6330237226732185
0 1 2 2 1 5 1 2,0.10612352034265518,0.297323043684318,0.5965534359730268
0 1 2 2 1 5 2 2,0.27890932606760815,0.7210906739323918,0.0
0 2 1 1 1,0.0,0.3476188483522242,0.6523811516477759
0 2 1 1 1 1 2,0.13070350495864436,0.2988885253999077,0.570407969641448
0 2 1 1 1 2 2,0.3452621571233907,0.6547378428766093,0.0
0 2 1 2 1 1,0.0,0.3930533111601127,0.6069466888398873
0 2 1 2 1 1 1 2,0.12291105928205742,0.32506636027296154,0.552022580444981
0 2 1 2 1 1 2 2,0.29621289632728937,0.7037871036727107,0.0
0 2 1 2 2 1 1,0.0,0.42471630254114884,0.5752836974588512
0 2 1 2 2 1 1 1 2,0.11287256738923289,0.32413302886089596,0.5629944037498712
0 2 1 2 2 1 1 2 2,0.25844478582160013,0.7415552141783999,0.0
0 2 2 1 1,0.0,0.39492322566047144,0.6050767743395286
0 2 2 1 1 1 2,0.11973662852848513,0.3539358132173987,0.5263275582541161
0 2 2 1 1 2 2,0.2897443873468527,0.7102556126531473,0.0
0 2 2 2 1 1,0.0,0.46990418880664775,0.5300958111933523
0 2 2 2 1 1 1 2,0.1072301963097646,0.3786432529682648,0.5141265507219706
0 2 2 2 1 1 2 2,0.2512668949411025,0.7487331050588976,0.0
1 0,0.0,0.3699202317845243,0.6300797682154757
1 0 1 1 2,0.0,0.35447249854652363,0.6455275014534764
1 0 1 1 2 1 2,0.15826331314836908,0.30670720795850764,0.5350294788931232
1 0 1 1 2 2 2,0.35841396250939267,0.6415860374906074,0.0
1 0 1 1 3,0.0,0.32380088874310364,0.6761991112568964
1 0 1 1 3 1 2,0.15944598852762562,0.3022017523974441,0.5383522590749302
1 0 1 1 3 2 2,0.38385748274863035,0.6161425172513697,0.0
1 0 1 1 4,0.0,0.291443189721863,0.708556810278137
1 0 1 1 4 1 2,0.1618999762192358,0.2618950424445439,0.5762049813362202
1 0 1 1 4 2 2,0.3979468013701273,0.6020531986298727,0.0
1 0 1 1 5,0.0,0.29531752930613236,0.7046824706938676
1 0 1 1 5 1 2,0.15742435582207573,0.273726335950901,0.5688493082270233
1 0 1 1 5 2 2,0.383671788212767,0.616328211787233,0.0
1 0 1 2,0.16757730390530956,0.3333568125952715,0.49906588349941894
1 0 1 2 1 2,0.0,0.3582384083666351,0.6417615916333649
1 0 1 2 1 2 1 2,0.1312001516103767,0.28324726646016934,0.5855525819294539
1 0 1 2 1 2 2 2,0.31276338658317554,0.6872366134168244,0.0
1 0 1 2 1 3,0.0,0.3424998847366188,0.6575001152633813
1 0 1 2 1 3 1 2,0.14937353134155273,0.2757084369659424,0.5749180316925049
1 0 1 2 1 3 2 2,0.3704477842088959,0.6295522157911041,0.0
1 0 1 2 1 4,0.0,0.28806585612009233,0.7119341438799076
1 0 1 2 1 4 1 2,0.14952640235424042,0.24002863466739655,0.610444962978363
1 0 1 2 1 4 2 2,0.35833596232213655,0.6416640376778634,0.0
1 0 1 2 1 5,0.0,0.2891438740771805,0.7108561259228195
1 0 1 2 1 5 1 2,0.1393570792483413,0.24121063176425195,0.6194322889874068
1 0 1 2 1 5 2 2,0.3643437658208151,0.6356562341791849,0.0
1 0 1 2 2 1 2,0.0,0.4092166722889487,0.5907833277110514
1 0 1 2 2 1 2 1 2,0.12339026021248622,0.31747605213984653,0.5591336876476672
1 0 1 2 2 1 2 2 2,0.2693953355704806,0.7306046644295194,0.0
1 0 1 2 2 1 3,0.0,0.40524223157119454,0.5947577684288055
1 0 1 2 2 1 3 1 2,0.13171548552592907,0.30524332946941274,0.5630411850046582
1 0 1 2 2 1 3 2 2,0.3040475594414805,0.6959524405585196,0.0
1 0 1 2 2 1 4,0.0,0.3789187623556303,0.6210812376443697
1 0 1 2 2 1 4 1 2,0.13923566250854227,0.29988873451782366,0.560875602973634
1 0 1 2 2 1 4 2 2,0.2927943117477738,0.7072056882522262,0.0
1 0 1 2 2 1 5,0.0,0.3729719265268631,0.6270280734731369
1 0 1 2 2 1 5 1 2,0.12297463783546203,0.30248765058778676,0.5745377115767513
1 0 1 2 2 1 5 2 2,0.2814606354694144,0.7185393645305856,0.0
1 0 2 1 2,0.0,0.4367809712595281,0.5632190287404719
1 0 2 1 2 1 2,0.14838771743160065,0.3843741772230592,0.46723810534534016
1 0 2 1 2 2 2,0.2863563953810944,0.7136436046189055,0.0
1 0 2 1 3,0.0,0.39289594401027234,0.6071040559897276
1 0 2 1 3 1 2,0.14278039761723274,0.35695649257172624,0.500263109811041
1 0 2 1 3 2 2,0.2994554391013529,0.7005445608986471,0.0
1 0 2 1 4,0.0,0.3750223584247125,0.6249776415752875
1 0 2 1 4 1 2,0.15425020456314087,0.33888667821884155,0.5068631172180176
1 0 2 1 4 2 2,0.3113621844449221,0.6886378155550779,0.0
1 0 2 1 5,0.0,0.3671414023697571,0.6328585976302429
1 0 2 1 5 1 2,0.14651578228128606,0.3388112384435165,0.5146729792751974
1 0 2 1 5 2 2,0.3046209521022295,0.6953790478977705,0.0
1 0 2 2,0.27649394636694175,0.7235060536330582,0.0
1 0 2 2 1 2,0.0,0.4311685302217778,0.5688314697782222
1 0 2 2 1 2 1 2,0.11170878011639163,0.3598998704575031,0.5283913494261052
1 0 2 2 1 2 2 2,0.23482218845350553,0.7651778115464944,0.0
1 0 2 2 1 3,0.0,0.3922062717887421,0.6077937282112579
1 0 2 2 1 3 1 2,0.12126354037773951,0.35399499271813784,0.5247414669041226
1 0 2 2 1 3 2 2,0.27178603675126706,0.728213963248733,0.0
1 0 2 2 1 4,0.0,0.3855238778240414,0.6144761221759586
1 0 2 2 1 4 1 2,0.1288506258852873,0.3321298410315788,0.5390195330831339
1 0 2 2 1 4 2 2,0.2658340141724907,0.7341659858275092,0.0
1 0 2 2 1 5,0.0,0.36543913609485257,0.6345608639051474
1 0 2 2 1 5 1 2,0.1226229659944274,0.32531706297506713,0.5520599710305054
1 0 2 2 1 5 2 2,0.27429155611124956,0.7257084438887504,0.0
1 2 1 1 0,0.0,0.3667957256780316,0.6332042743219684
1 2 1 1 0 1 2,0.18241481211163382,0.3169327033023133,0.5006524845860528
1 2 1 1 0 2 2,0.36963281553690924,0.6303671844630908,0.0
1 2 1 2 1 0,0.0,0.38847787732465977,0.6115221226753402
1 2 1 2 1 0 1 2,0.17115060515109332,0.3154637703575951,0.5133856244913115
1 2 1 2 1 0 2 2,0.3387945012923525,0.6612054987076476,0.0
1 2 1 2 2 1 0,0.0,0.4664120193872623,0.5335879806127377
1 2 1 2 2 1 0 1 2,0.15214673494636707,0.36989529267421545,0.47795797237941745
1 2 1 2 2 1 0 2 2,0.27410079519936104,0.725899204800639,0.0
1 2 2 1 0,0.0,0.4378534606922678,0.5621465393077322
1 2 2 1 0 1 2,0.17120220022204816,0.40711019049749064,0.42168760928046123
1 2 2 1 0 2 2,0.3081556414018445,0.6918443585981555,0.0
1 2 2 2 1 0,0.0,0.4612429212165315,0.5387570787834686
1 2 2 2 1 0 1 2,0.14147141575813293,0.39690491557121277,0.4616236686706543
1 2 2 2 1 0 2 2,0.2527358821910945,0.7472641178089056,0.0
2 0,0.0,0.3657999915202949,0.634200008479705
2 0 1 1 1,0.0,0.32731479465433744,0.6726852053456626
2 0 1 1 1 1 2,0.1571941171404193,0.26943914708132427,0.5733667357782564
2 0 1 1 1 2 2,0.3745035334090693,0.6254964665909307,0.0
2 0 1 1 3,0.0,0.29767224917437685,0.7023277508256232
2 0 1 1 3 1 2,0.14754442650758584,0.24831303584109193,0.6041425376513222
2 0 1 1 3 2 2,0.4010677685162995,0.5989322314837006,0.0
2 0 1 1 4,0.0,0.2606338390129764,0.7393661609870237
2 0 1 1 4 1 2,0.14822518383785535,0.2221654885361943,0.6296093276259503
2 0 1 1 4 2 2,0.39391701812388336,0.6060829818761166,0.0
2 0 1 1 5,0.0,0.2705001293115919,0.729499870688408
2 0 1 1 5 1 2,0.14072513160928693,0.24004014611124558,0.6192347222794675
2 0 1 1 5 2 2,0.3796136917376225,0.6203863082623775,0.0
2 0 1 2,0.1772024052439328,0.33132327114617294,0.49147432360989424
2 0 1 2 1 1,0.0,0.3625012541262955,0.6374987458737045
2 0 1 2 1 1 1 2,0.1331615149974823,0.271039754152298,0.5957987308502197
2 0 1 2 1 1 2 2,0.3191263393647648,0.6808736606352352,0.0
2 0 1 2 1 3,0.0,0.3382218571826643,0.6617781428173357
2 0 1 2 1 3 1 2,0.13745483346418041,0.25235360108752247,0.6101915654482971
2 0 1 2 1 3 2 2,0.3527248607444633,0.6472751392555367,0.0
2 0 1 2 1 4,0.0,0.2726915215017683,0.7273084784982318
2 0 1 2 1 4 1 2,0.13077590064370484,0.20476366884654268,0.6644604305097525
2 0 1 2 1 4 2 2,0.35507693437529125,0.6449230656247088,0.0
2 0 1 2 1 5,0.0,0.2793736188107204,0.7206263811892796
2 0 1 2 1 5 1 2,0.13440507650375366,0.22511404752731323,0.6404808759689331
2 0 1 2 1 5 2 2,0.3608463887628829,0.6391536112371171,0.0
2 0 1 2 2 1 1,0.0,0.4293228065521931,0.5706771934478069
2 0 1 2 2 1 1 1 2,0.11891413037053755,0.32563288786884814,0.5554529817606143
2 0 1 2 2 1 1 2 2,0.2691598670352003,0.7308401329647998,0.0
2 0 1 2 2 1 3,0.0,0.3715252915959167,0.6284747084040833
2 0 1 2 2 1 3 1 2,0.11871656118867219,0.27378544415373685,0.6074979946575909
2 0 1 2 2 1 3 2 2,0.30050951504231627,0.6994904849576837,0.0
2 0 1 2 2 1 4,0.0,0.3624624620455356,0.6375375379544643
2 0 1 2 2 1 4 1 2,0.12514657528081985,0.2639774837480476,0.6108759409711326
